Species	ERAS6_D42	ERAS7_D8	ERAS11_D180	ERAS3_D180	ERAS9_D42	ERAS9_D4	ERAS7_D4	ERAS2_D0	ERAS2_D42	ERAS2_D180	ERAS4_D0	ERAS3_D4	ERAS9_D8	ERAS7_D0	ERAS11_D8	ERAS11_D4	ERAS4_D180	ERAS5_D4	ERAS3_D0	ERAS9_D0	ERAS11_D42	ERAS5_D180	ERAS5_D0	ERAS5_D42	ERAS6_D8	ERAS2_D8	ERAS4_D4	ERAS6_D4	ERAS6_D180	ERAS7_D42	ERAS2_D4	ERAS4_D42	ERAS3_D42	ERAS7_D180	ERAS11_D0	ERAS4_D8	ERAS5_D8	ERAS6_D0	ERAS3_D8	ERAS9_D180	ERAS8_D180	ERAS10_D0	ERAS12_D180	ERAS8_D8	ERAS12_D4	ERAS8_D0	ERAS12_D42	ERAS1_D8	ERAS12_D0	ERAS1_D42	ERAS10_D180	ERAS10_D8	ERAS1_D0	ERAS8_D42	ERAS1_D180	ERAS10_D42	ERAS12_D8
Lactobacillus delbrueckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162773803542796	0	0	0	0	0	0	0	0	0	0	0	0.000948785897208138	0	0	0	0	0	0	0.000707584834773313	0	0
Lactobacillus fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235117716228483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus fructivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253775474742627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus gasseri	0	0	0	0	0.000409343525543013	0	0.000214810963395365	0	0	0	0	0	0.00029518025041047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147120916898315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus helveticus	0	0	0	0	0	0	0	0	0	0	0	0.000261820902035346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus plantarum	0	0	0	0	0	0	0	0	0	0	0	0	0.00121650042593406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus rhamnosus	0	0	0	0	0	0	0	0	0	0	0	0	0.00019678683360698	0	0.000220173227537104	0	0	0	0	0	0	0	0	0	0.000138464953001108	0	0	0	0	0	0	0	0	0	0	0.000741525105028294	0	0.000161954066251202	0.000185608802253821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus ruminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154816887868463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149528815122395	0	0	0	0	0	0.000186964780086084	0	0	0	0	0	0	0	0	0	0	0	0	0.000298476702827356	0	0	0
Lactobacillus sakei	0	0	0	0	0	0	8.05541112732618e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193923812874602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148018635204426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus sanfranciscensis	0	0	0	0	0	0	0.000201385278183154	0	0	0	0	0	0	0	0.000198155904783393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus lactis subsp. cremoris	0	0	0	0.000157120367731492	0	0.000402113690595971	0	0	0.000277552693917959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253802665735544	0	0	0.000246393087852575	0.000325797209481741	0	0	0.000242404766093252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus lactis subsp. lactis	0.000210456981027178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000210516061744058	0	0	0	0	0	0.000253802665735544	0	0	9.85572351410302e-05	0.000351860986240281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc citreum	0	0	0	0	0	0	0.00452714105355731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc lactis	0	0	0	0	0	0	0.000140969694728208	0.00016239954252541	0	0	0	0	0	0	0	0.00966745008496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154257052237882	0	0	0	0	0	0	0
Leuconostoc mesenteroides	0	0	0	0	0	0	0	0	0.000176223932646323	0	0	0	0	0	0	0	0	0	0	0.000154816887868463	0	0	0	0.000211502221446287	0	0	0.000172475161496803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera micronuciformis	0	0	0	0	0	0	0	0	0.000154195941065533	0	0	0	0.000262382444809307	0	0.00710058658807159	0	0	0	0	0	0	0	0	0	0.000177235139841418	0	0	0	0	0	0	0	0	0	0	0.00496460100805528	0	0	0.00490007237950088	0	0	0	0	0.0021368542328484	0.000450506421142617	0	0	0.00741376887120778	0	0	0	0.0234801548907164	0	0	0	0.000170500376656983	0.0134944491820343
Meiothermus silvanus	0	0	0	0	0	0	0	0	0	0	0	0.000261820902035346	0	0	0	0	0	0.000233906735271176	0	0	0	0	0	0	0	0	0	0.000117286995413427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter smithii	0.000157842735770383	0	0.00225770933056646	0	0	0	0	0	0	0	0	0	0	0.000219056884361859	0	0.000173601797260829	0	0.000649091190377513	0	0	0.00178117142473633	0	0.00341640321714664	0	0	0	0	0	0	0.00029424183379663	0	0	0	0.000275716710270754	0.00774559262334006	0	0	0.000161954066251202	0	0	0	0.000212299812777401	0	0	0	0.000162627491417088	0	0	0	0	0	0	0	0	0	0	0
Methanosphaera stadtmanae	0	0	0.000259755627677828	0	0	0	0	0	0	0	0	0	0	0	0	0.000824608536988937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000328963393269269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuokella multacida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299143648137734	0	0	0	0	0	0	0	0	0	0	0	0	0.00443351359755254	0	0	0
Odoribacter splanchnicus	0.00326734463044694	0	0.00169707010082848	0.00322096753849558	0.00252883333557684	0.000402113690595971	0	0.00279327213143705	0	0	0.00252120123627115	0	0	0.00242527264829201	0	0	0.00387808824235597	0	0.00217795678135357	0.00213647305258478	0.00114860587202623	0.00046055406328126	0.00136938476059184	0.000697957330772747	0	0	9.85572351410302e-05	0	0.0033925460535951	0.00129466406870517	0	0	0.00470330546523001	0.000733406449320205	0.000642973905026298	0	0	0.000287918340002137	0.000185608802253821	0.00339301343921041	0.00210896271937103	0.00444414274747358	0.00125676482276414	0	0	0.00429336577341112	0.00461311096558476	0	0.000342748342392531	0	0.0050801055037985	0	0	0.000722627806845178	0	0.00661541461429093	0.000216026400993078
Olsenella uli	0.00369352001702697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174282850277061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219214769987549	0
Oxalobacter formigenes Cluster471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148565826864923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides distasonis	0.00770272550559471	0.121110459066546	0.00428813248691481	0.0160611931458858	0.0116799352621606	0.000402113690595971	0	0.00214367396133541	0	0	0.00168822157837141	0.000261820902035346	0	0.00456890073097591	0	0	0.00981856946856029	0.0212660206817377	0.0048399039585635	0.0144908607044881	0.00174787850090948	0.0104491298228329	0.00164702634435444	0.00781148204541619	0	0	0.00019711447028206	0	0.00520875757723693	0.00912149684769552	0	0.00871414251385306	0.0479541656346993	0.0014282125592025	0.000986890179807807	0	0.00284827562592024	0.00132802334325985	0	0.0174410102576608	0.000882473762006317	0.0114783432108315	0.00439206232797572	0	0	0.00383078090893584	0.00683912006643835	0	0.00150030297147276	0	0.103499111498275	0.000329161049869856	0	0.00307902282916641	0	0.0854036386674827	0.0467625149349682
Parabacteroides merdae	0.00657678065709931	0	0.00857626497382962	0.000942722206388951	0	0.000603170535893956	0	0.00727549950513837	0	0	0.00156948951132111	0	0	0.00247221340922669	0	0.000135626404110023	0	0.000175430051453382	0.00130129493225528	0.0171691928646125	0.00569308997439087	0.00738372159518666	0.00280935636451315	0.000126901332867772	0	0	0	0	0.012490737742782	0.00613494223465973	0	0	0	0.00179491578386261	0.00257189562010519	0	0	0.00239692018051779	0	0	0.0082264503237877	0.0213715144862583	0.0106891155451939	0	0.000193074180489693	0.00482461557870694	0.0210592176778123	0.00174066663312087	0.00984310921470915	0.0640680956961336	0	0	0.0308824632386486	0.00466042571081311	0.00782711125872701	0	0.00558788290568761
Paraprevotella xylaniphila	0.00101470330138104	0	0.00311706753213394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112482521214991	0	0	0	0	0	0	0	0.0359081173205196	0	0	0	0	0	0.000996858767482633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasutterella excrementihominis	0	0.00918250478369397	0.000454572348436199	0.0139994247648759	0.00980605156745262	0	0	0.00483589748853443	0.0119587518737491	0.00963296379806038	0.00025045045393422	0	0.0109216692651874	0.0101118222513465	0.0212650642262919	0	0.000873309947706116	0	0.000441374889302961	0.000232225331802694	0.0010357798523908	0	0	0	0.000110771962400886	0	0	0	0	0.0103536345267189	0	0.000484119028547392	0	0.00557292400634761	0.000149528815122395	0	0	0	0	0.000750591208271786	0.000149571824068867	0.000471777361727557	0	0.0087697485856784	0	0.0125548423373992	0.000311201930218019	0	0.000252387415761773	0	0.000187556637798468	0.0289003401785733	0	0.000471279004464247	0	0.000316643556648682	0.00193623663112314
Parvimonas micra	0	0	0	0	0	0.000603170535893956	0	0	0	0	0	0	0	0	0	0	0	0.000730958547722425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pediococcus acidilactici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000296071387199731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pediococcus pentosaceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206970193796163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033097182460749	0	0	0	0	0	0	0	0	0
Peptoclostridium difficile	0	0.000246510195535409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas asaccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292895934322842	0	0	0	0	0	0	0	0	0	0
Prevotella bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202727889514178	0	0.000341711923376649	0.00022064788307166	0	0	0	0	0	0	0	0	0
Prevotella buccae	0	0	0	0	0	0	0	0	0	0	0.00016696696928948	0	0	0	0.000264207873044524	0	0.000148018635204426	0	0	0	0.00702480692746476	0	0	0	0	0	0	0	0	0	0	0.000174282850277061	0	0	0	0.269276703200848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165585717370647	0	0	0	0	0	0
Prevotella copri	0.000157842735770383	0.000246510195535409	0	0	0	0	0.000100692639091577	0	0	0	0.109079521036817	0	0	0	0	0.000198918726028033	0	0.000350860102906764	0	0.0446182270836909	0	0.000178278992237907	0.271928755242474	0.000152281599441327	0.000147695949867849	0	0.000147835852711545	0.000117286995413427	0.0796048937626406	0.000941573868149215	0	0.000174282850277061	0	0.499005888083524	0.0290983074228181	0	0.000280158258287237	0.37864860689531	0	0	0.374572719015664	0.171495788761584	0.00017638804530023	0.000356828580950921	0.000390975215491629	0.320831515067631	0.000309167930674111	0	0.44354284015512	0	0.000200953540498358	0.000256014149898777	0	0.589679999685814	0	0.000227333835542644	0.000384046935098805
Prevotella melaninogenica	0	0	0	0	0	0.000402113690595971	0.000304315531476767	0	0	0	0	0.000720007480597201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157691576225648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193074180489693	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella nigrescens	0	0	0	0	0	0	0	0	0	0	0	0.000327276127544182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella pallens	0	0	0	0	0	0	8.05541112732618e-05	0	0	0	0	0.000425458965807437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella sp. oral taxon 299	0	0	0	0	0	0	0	0	0	0	0	0.000523641804070692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117286995413427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium freudenreichii	0	0	0	0	0	0	0	0	0	0	0	0.00194911115959646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012351758571378	0	0	0	0	0	0	0.000160762832398687	0	0	0	0	0	0
Proteus penneri	0	0.000369765293303113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000267621435713191	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor capillosus	0.00102597778250749	0.000493020391070817	0	0.000314240735462984	0.00129625449755287	0	0	0	0.000528671797938969	0.000209033572471473	0	0	0	0.000156469203115613	0	0	0.000542734995749564	0	0.000506820131509951	0.000756882562912484	0	0.000386271149848799	0.000141173686658952	0.000253802665735544	0	0	0	0	0	0.000343282139429401	0	0.000871414251385306	0.000676734599313671	0	0	0.000765036876651142	0	0	0	0.000614120079495097	0.000149571824068867	0.000141533208518267	0	0	0	0	0.000390527912430455	0	0	0.000205676069650509	0.000602860621495075	0.00475454849812014	0.000232522729348442	0	0.000196551342992587	0.00114235252360179	0
Pseudomonas brassicacearum/fluorescens	0	0	0	0	0	0.000536151587461294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas fluorescens Cluster231	0	0	0	0	0	0.000804227381191942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas fluorescens Cluster232	0	0	0	0	0	0.000904755803840934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoramibacter alactolyticus	0.000157842735770383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia hominis	0.000394606839425959	0	0.00527303924185991	0.00120982683153249	0.000582177458550063	0	0	0.00328047075901328	0.0181488622634132	0.0052362909904104	0.00016696696928948	0	0	0.000672817573397138	0	0	0.000624967570863134	0	0.0022053524641379	0.00173394914412678	0.00149818157220812	0.00309016919879039	0.00762337907958342	0.00716992530702912	0	0	0	0	0.00078816726497664	0.0213619571336353	0	0.00209139420332474	0	0	0.00155509967727291	0	0	0.00229974774076707	0	0.00583414075520342	0.000209400553696414	0.00288727745377265	0.00150811778731696	0	0	0	0.000201365954846954	0	0.000180276725544124	0.000154257052237882	0.000530517346915666	0	0.000387537882247403	0.000377023203571397	0.000359408170043587	0	0
Roseburia intestinalis	0.0041986167714922	0	0.00072394855491691	0.0123025247933758	0.000181930455796895	0	0	0	0.0198758568033472	0.00272788812075272	0.00025045045393422	0.000471277623663622	0	0.00733840562612227	0	0	0.000674307115931276	0	0.00805433073859057	0	0	0.000173326798009076	0	0.00487993307300614	0	0	0	0	0.00291279206621802	0.000220681375347472	0	0.00845271823843747	0.000789523699199283	0.00465134090226762	0.000373822037805987	0.0839098957263114	0	0.00294461938638549	0	0.00297848238555122	0.00516853747615752	0.00247683114906967	0.00549007790996965	0.000231595473213338	0	0.00453550003840989	0	0	0	0.00788253536935577	0	0	0.00577000846901689	0.00197238990757259	0.0368887560528487	0	0
Roseburia inulinivorans	0.00164156445201199	0	0.000622932477486643	0.00663047951826895	0.0051850179902115	0.00134037896865324	0	0.00854221593683657	0.00770979705327663	0.01348266542441	0.00544312319883704	0.000610915438082474	0	0.0120950694008369	0	0	0.000953897871317415	0	0.0054928343982565	0.0016513801372636	0.0046795054045513	0.00466496696355857	0.000592929483967599	0.00670039037541837	0.0130378599745843	0.19236421869204	0.000369589631778863	0	0.00152302853135583	0	0.000193923812874602	0.000348565700554123	0.0147941702683294	0.000303288381297829	0.000613068142001819	0	0	0.0217990173174118	0	0.0155747675716395	0.0258460111991003	0.00884582553239169	0.0159807569042008	0.000267621435713191	0	0.00939625505965396	0.00590673467551064	0	0.000504774831523546	0.00107979936566517	0.00643051329594747	0	0.0148659531630104	0.00993176864963542	0.0103307385876904	0.00176183722545549	0
Rothia dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0.000374029860050494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162773803542796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia mucilaginosa	0	0	0	0	0	0	0.000120831166909893	0	0	0	0	0.00091637315712371	0	0	0	0	0	0.000175430051453382	0	0	0	0	0	0	0	0	0.00019711447028206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014480563536727	0	0	0	0	0	0	0.000219440699913237	0	0	0	0	0
Ruminococcaceae bacterium D16	0.000405881320552414	0	0	0.000687401608825277	0.00109158273478137	0	0	0	0.000308391882131065	0	0	0	0	0	0	0	0.000384848451531509	0	0	0.000335436590381669	0	0.000297131653729845	0	0.00242381545777445	0	0.00108858021141119	0	0	0	0.000147120916898315	0	0.000771824051226986	0	0	0	0	0	0	0	0.000477648950718409	0	0	0	0	0	0	0	0	0	0	0.000375113275596936	0.00153608489939266	0	0	0.000157241074394069	0.00119350263659888	0
Ruminococcus bromii	0.0494573905413868	0	0.0719571191561598	0	0.0334347748764515	0.000402113690595971	0.000107405481697682	0.0238907771448492	0.0414615752642877	0	0.0171419421803866	0	0	0.0115265646295169	0.000165129920652828	0.000108501123288018	0.0380901287926057	0	0	0.000567661922184363	0	0.0263291659832835	0	0	0	0.000217716042282239	0.00730418620434079	0	0.000742476409035965	0.00730700553928297	0	0.0624513546826136	0	0.00300224862294821	0.00114638758260503	0.000203467254428495	0	0.0328946703452441	0	0.0185600735136296	0	0	0.0075993849516849	0	0	0	0.0406311748891186	0	0.00540607612773674	0	0.0385116296279521	0	0.0373758757545273	0	0	0.000170500376656983	0
Ruminococcus champanellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000523350852928382	0	0	0	0	0	0	0.000141533208518267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus lactaris	0	0	0.0024243858583264	0.00279674254562055	0.00749553477883206	0.00147441686551856	0	0	0	0.00826205195193497	0.00676216225622393	0	0	0.000195586503894517	0	0	0.000651281994899476	0	0	0.000670873180763338	0.00337923176842499	0.000445697480594768	0	0	0	0	0.000611054857874387	0	0.00375236154412792	0.00108869478504753	0	0	0.00795163154193563	0.000752706619039158	0.000348900568618922	0	0	0.000296915788127203	0	0.00165812421463676	0.00230340609066056	0.000353833021295668	0	0.00298912557427348	0	0.000325254982834175	0	0	0	0.00553782817533996	0	0	0	0.000738337106993986	0.000959170553803824	0	0
Ruminococcus sp. 5_1_39BFAA	0.00610851387431384	0	0.0096672386100765	0.0189172922748716	0.0416984604686483	0.00160845476238388	0	0.00342663034728615	0.0102540300808579	0.0197850276344249	0.00360648653665276	0.00133528660038026	0	0.00325455942480476	0	0.000144668164384024	0.00199825157525976	0	0.00958848897451259	0.00140883367960301	0.00128177756733362	0.00476896304236402	0.00201878371922302	0.00459382824981335	0.00016615794360133	0.00204653079745305	0.00100528379843851	0	0.000633960626176863	0.00641447197676653	0	0.00698874229611016	0.0162585487485109	0.000699631152312038	0.00411204241586586	0.01897942549309	0	0.00349820783102596	0	0.0038075444928696	0.00137606078143358	0.000990732459627869	0.00212988564700027	0.000642291445711657	0.00014480563536727	0.00138233367704525	0.00530141641124343	0.00284635769162441	0.00166856124864728	0.0139294118170807	0.0132790099561315	0.000329161049869856	0.00964194251031538	0.0036288483343747	0.00509461081036785	0.00226765500953787	0.00352843121622027
Ruminococcus sp. SR1/5	0.000631370943081534	0	0.000606096464581599	0.00166098674459006	0	0.00178717195820431	0	0.000902219680696722	0.000693881734794897	0.00271743644212915	0.00142849518169888	0.00063585076208584	0	0.00130391002596345	0	0	0.00101968393140827	0	0.00339402070050208	0.00328555839809737	0.00158141388177524	0.00206341426201281	0.000768612294032073	0.000423004442892574	0	0	0.000455827212527265	0	0.000542578914295513	0.000323666017176293	0	0.00613862928198094	0.00823360429164966	0.00050662945512251	0.000423664976180119	0	0.000793781731813838	0.000832906626434752	0	0.00313883596186383	0.000336536604154951	0.000509519550665761	0.00120531830955157	0	0	0.000298150400931327	0.0104466216575147	0	0.00140215230978763	0.000394212466830143	0.00141471292510844	0	0.00494326098688909	0.000261821669146804	0.00316229271836962	0	0
Salmonella enterica subsp. enterica	0	0.000739530586606226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00187189874074216	0	0	0	0	0	0	0	0	0.00115844508293816	0	0	0	0	0	0	0	0	0	0	0	0
Serratia plymuthica	0	0	0	0	0	0	0	0	0	0	0	0	0.00039357366721396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia proteamaculans	0	0	0	0	0	0	0	0	0	0	0	0	0.000442770375615705	0	0.000247694880979242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solobacterium moorei	0	0	0	0	0	0.000502642113244964	0	0	0	0	0	0.000261820902035346	0	0	0	0	0	0.000233906735271176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157093001488082	0	0	0
Staphylococcus carnosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154257052237882	0	0	0	0	0	0	0
Streptococcus anginosus Cluster1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175430051453382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus australis	0	0	0	0	0	0	0.000120831166909893	0	0	0	0.00016696696928948	0	0	0	0.000424619795964414	0	0.000148018635204426	0	0.000205467620882413	0	0	0	0.000141173686658952	0	0	0.000508004098658558	0	0	0	0	0	0	0	0	0	0.000162773803542796	0	0	0	0	0	0	0.000132291033975172	0	0	0	0	0	0	0	0	0.000526657679791769	0	0	0	0	0.000252030801158591
Streptococcus gordonii	0	0	0	0	0	0	0	0	0	0	0	0.000654552255088364	0	0	0	0	0.000148018635204426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus infantis Cluster1415	0	0.000246510195535409	0	0	0.000272895683695342	0	0	0	0.000154195941065533	0	0	0.000523641804070692	0.000327978056011634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198436550962758	0	0	0	0	0	0	0	0	0.000219440699913237	0	0	0	0	0
Streptococcus infantis Cluster1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162773803542796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus infantis Cluster1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162773803542796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
